COG20_FUNCTION,enrichment_score,unadjusted_p_value,adjusted_q_value,associated_groups,accession,gene_clusters_ids,p_Other,p_Sourdough,N_Other,N_Sourdough
"Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ (YidD)",6.849701346,0.008865609,0.147438935,Other,COG0759,"GC_00003753, GC_00007193",0.3438,0.069,32,29
"Serine kinase of the HPr protein, regulates carbohydrate metabolism (HprK) (PDB:1JB1)",6.849701346,0.008865609,0.147438935,Other,COG1493,"GC_00004478, GC_00006923",0.3438,0.069,32,29
NADPH-dependent curcumin reductase CurA (CurA) (PDB:1V3T) (PUBMED:21467222),6.849701346,0.008865609,0.147438935,Other,COG2130,"GC_00003086, GC_00007052",0.3438,0.069,32,29
"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)!!!Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family (PDB:2F46)",6.849701346,0.008865609,0.147438935,Other,COG0446!!!COG3453,GC_00002651,0.3438,0.069,32,29
Alkyl hydroperoxide reductase subunit AhpF (AhpF) (PDB:4YKG),6.849701346,0.008865609,0.147438935,Other,COG3634,GC_00002973,0.3438,0.069,32,29
"5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family (HiuH) (PDB:2IGL)",6.849701346,0.008865609,0.147438935,Sourdough,COG2351,GC_00001328,0.6562,0.931,32,29
Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase) (CobS) (PUBMED:31481610),6.849701346,0.008865609,0.147438935,Sourdough,COG0368,"GC_00002876, GC_00004630, GC_00004662, GC_00005315, GC_00007824, GC_00010158, GC_00011382, GC_00011721",0.6562,0.931,32,29
"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)",6.849701346,0.008865609,0.147438935,Sourdough,COG0745!!!COG3706!!!COG4191,"GC_00001405, GC_00010036",0.6562,0.931,32,29
Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6)!!!Autotransporter adhesin AidA (AidA),6.755917625,0.009343728,0.153170403,Other,COG3210!!!COG3468,GC_00002043,0.2812,0.0345,32,29
3-methyladenine DNA glycosylase Tag (Tag) (PDB:1LMZ),6.755917625,0.009343728,0.153170403,Sourdough,COG2818,GC_00000967,0.7188,0.9655,32,29
"DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog (RpoN) (PDB:5BYH)",6.564978673,0.010400498,0.167622106,Other,COG1508,"GC_00004700, GC_00007983, GC_00010999, GC_00011000, GC_00011135, GC_00011284",0.4375,0.1379,32,29
Aspartate ammonia-lyase (AspA) (PDB:6WNG),6.557478224,0.010444428,0.167622106,Sourdough,COG1027,GC_00002632,0.125,0.4138,32,29
tRNA A58 N-methylase Trm61 (Gcd14) (PDB:1I9G),6.557478224,0.010444428,0.167622106,Sourdough,COG2519,"GC_00004549, GC_00008582, GC_00010457, GC_00010706",0.125,0.4138,32,29
"Predicted nuclease of the RNAse H fold, HicB family (HicB)",6.485041035,0.010878603,0.171002694,Sourdough,COG4226,"GC_00002338, GC_00002793, GC_00002938, GC_00009098",0.4375,0.7586,32,29
"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)",6.485041035,0.010878603,0.171002694,Other,COG0834,"GC_00004815, GC_00004933, GC_00004975, GC_00005509, GC_00005519, GC_00006311, GC_00006480, GC_00006883, GC_00006970",0.5625,0.2414,32,29
Phosphodiesterase/alkaline phosphatase D (PhoD) (PDB:2YEQ),6.485041035,0.010878603,0.171002694,Other,COG3540,GC_00002056,0.5625,0.2414,32,29
"Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family (YfaS) (PDB:2A73)",6.320825981,0.011932803,0.179442685,Sourdough,COG2373,GC_00003206,0.0625,0.3103,32,29
Predicted FMN-binding regulatory protein PaiB (PaiB) (PDB:2OL5),6.320825981,0.011932803,0.179442685,Sourdough,COG2808,"GC_00004513, GC_00010796",0.0625,0.3103,32,29
"Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase (RfaJ) (PDB:1G9R)",6.231741677,0.012548026,0.179442685,Sourdough,COG1442,"GC_00002873, GC_00004350, GC_00005873, GC_00007181, GC_00009134, GC_00009237, GC_00010350, GC_00010578, GC_00011119, GC_00011468",0.4062,0.7241,32,29
Precorrin-6x reductase (CobK) (PDB:4X7G),6.052249563,0.013888592,0.179442685,Sourdough,COG2099,"GC_00001689, GC_00005387",0.625,0.8966,32,29
"Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase) (Pta) (PDB:1QZT) (PUBMED:28754323)",6.052249563,0.013888592,0.179442685,Sourdough,COG0280,GC_00001433,0.625,0.8966,32,29
L-serine deaminase (SdaA) (PDB:4RQO),6.041228217,0.013975558,0.179442685,Other,COG1760,GC_00001860,0.625,0.3103,32,29
"Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains",6.030686923,0.014059261,0.179442685,Sourdough,COG2932,"GC_00001781, GC_00002820, GC_00003307, GC_00003655, GC_00004416, GC_00005290, GC_00005800, GC_00006012, GC_00006104, GC_00006666, GC_00006731, GC_00007219, GC_00007463, GC_00007562, GC_00007659, GC_00007961, GC_00008929, GC_00009076, GC_00009904, GC_00010112, GC_00010758, GC_00011175, GC_00011344, GC_00011617, GC_00011697",0.8125,1,32,29
"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",6.030686923,0.014059261,0.179442685,Sourdough,COG2931,"GC_00001747, GC_00004852, GC_00004880, GC_00005227, GC_00005235, GC_00006207, GC_00007964, GC_00008175, GC_00009164, GC_00009692",0.8125,1,32,29
4-hydroxybenzoate synthetase (chorismate-pyruvate lyase) (UbiC) (PDB:1FW9),6.030686923,0.014059261,0.179442685,Sourdough,COG3161,"GC_00002500, GC_00003318, GC_00004274, GC_00004333, GC_00005148, GC_00009404",0.8125,1,32,29
"Uncharacterized conserved protein, DUF1489 domain",6.030686923,0.014059261,0.179442685,Sourdough,COG5458,"GC_00001406, GC_00003808",0.8125,1,32,29
"Heme-binding protein HbpS, GlcG/HbpS family (GlcG) (PDB:2A2L) (PUBMED:19244623;25342754)",6.030686923,0.014059261,0.179442685,Sourdough,COG3193,"GC_00001530, GC_00002912, GC_00004108, GC_00004553, GC_00005469, GC_00005479, GC_00008992",0.8125,1,32,29
"Predicted membrane flippase AglD2/YbhN, UPF0104 family (AglD2) (PUBMED:25583072)",6.030686923,0.014059261,0.179442685,Other,COG0392,GC_00005729,0.1875,0,32,29
"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)",6.030686923,0.014059261,0.179442685,Other,COG1744,GC_00005028,0.1875,0,32,29
"K+ transport ATPase, ATPase subunit KdpB (KdpB) (PDB:5MRW)",6.030686923,0.014059261,0.179442685,Other,COG2216,GC_00005333,0.1875,0,32,29
"Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)",6.030686923,0.014059261,0.179442685,Other,COG0045,GC_00005043,0.1875,0,32,29
"Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)",6.030686923,0.014059261,0.179442685,Other,COG0404!!!COG0446,"GC_00006278, GC_00006437",0.1875,0,32,29
"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)",6.030686923,0.014059261,0.179442685,Other,COG3845,GC_00005719,0.1875,0,32,29
"Uncharacterized conserved protein, DUF763 domain",6.030686923,0.014059261,0.179442685,Other,COG1415,GC_00005744,0.1875,0,32,29
"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)",6.030686923,0.014059261,0.179442685,Other,COG1079,GC_00005455,0.1875,0,32,29
"Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily (OxdD) (PDB:2VQA)",6.030686923,0.014059261,0.179442685,Other,COG2140,GC_00005430,0.1875,0,32,29
Sarcosine oxidase delta subunit (SoxD) (PDB:2GAH),6.030686923,0.014059261,0.179442685,Other,COG4311,"GC_00006295, GC_00006512",0.1875,0,32,29
"K+-transporting ATPase, KdpC subunit (KdpC) (PDB:5MRW)",6.030686923,0.014059261,0.179442685,Other,COG2156,GC_00005524,0.1875,0,32,29
"ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)",6.030686923,0.014059261,0.179442685,Other,COG4603,GC_00005821,0.1875,0,32,29
"K+-transporting ATPase, KdpA subunit (KdpA) (PDB:5MRW)",6.030686923,0.014059261,0.179442685,Other,COG2060,GC_00005670,0.1875,0,32,29
"Thiamin phosphate synthase YjbQ, UPF0047 family (YjbQ) (PDB:1VE0)",6.030686923,0.014059261,0.179442685,Other,COG0432,GC_00005739,0.1875,0,32,29
"Putative effector of murein hydrolase LrgA, UPF0299 family (YohJ)",6.030686923,0.014059261,0.179442685,Other,COG1380,"GC_00007113, GC_00010363",0.1875,0,32,29
Isocitrate lyase (AceA) (PDB:1DQU),6.030686923,0.014059261,0.179442685,Other,COG2224,GC_00005808,0.1875,0,32,29
Putative effector of murein hydrolase (LrgB),6.030686923,0.014059261,0.179442685,Other,COG1346,GC_00005701,0.1875,0,32,29
K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF),6.030686923,0.014059261,0.179442685,Other,COG2205,GC_00005587,0.1875,0,32,29
CRISPR-Cas system type I-C effector complex large subunit Cas8c (Cas8c),6.009344468,0.014230313,0.179442685,Sourdough,COG5941,GC_00006018,0,0.1724,32,29
Membrane-bound lytic murein transglycosylase MltF (MltF) (PDB:4OWD),6.009344468,0.014230313,0.179442685,Sourdough,COG4623,"GC_00007653, GC_00010362",0,0.1724,32,29
"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",6.009344468,0.014230313,0.179442685,Sourdough,COG1468,GC_00006067,0,0.1724,32,29
"N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2) (PhnO)",6.009344468,0.014230313,0.179442685,Sourdough,COG0454,GC_00005974,0,0.1724,32,29
"CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily (Cas7)",6.009344468,0.014230313,0.179442685,Sourdough,COG3649,GC_00006029,0,0.1724,32,29
"TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism (IolD)",6.009344468,0.014230313,0.179442685,Sourdough,COG3962,GC_00006118,0,0.1724,32,29
"Predicted DNA-binding protein with double-wing structural motif, MmcQ/YjbR family (MmcQ) (PDB:2A1V) (PUBMED:17266124)",6.009344468,0.014230313,0.179442685,Sourdough,COG2315,GC_00006037,0,0.1724,32,29
Dehydrogenase (flavoprotein) (FixC) (PDB:4OPU),5.902431574,0.015119997,0.187870148,Other,COG0644,"GC_00002312, GC_00003428, GC_00009402, GC_00011655",0.6562,0.3448,32,29
"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",5.902431574,0.015119997,0.187870148,Other,COG2944,"GC_00002964, GC_00003349, GC_00004757, GC_00005681, GC_00010002, GC_00011451, GC_00011529",0.6562,0.3448,32,29
"Integrase/recombinase, includes phage integrase (FimB)",5.899612449,0.015144217,0.187870148,Other,COG0582,"GC_00000990, GC_00002599, GC_00002600, GC_00004856, GC_00005444, GC_00005938, GC_00005939, GC_00006748, GC_00007321, GC_00009803, GC_00010038, GC_00010592",0.9688,0.7586,32,29
"Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)",5.874686854,0.015360105,0.189523874,Other,COG0339,GC_00001642,0.7812,0.4828,32,29
Superfamily I DNA and/or RNA helicase (DNA2) (PDB:2GJK)!!!Very-short-patch-repair endonuclease (YcjD) (PDB:3HRL),5.78690997,0.016145945,0.195753562,Sourdough,COG1112!!!COG2852,GC_00001960,0.2812,0.5862,32,29
2-keto-3-deoxy-L-rhamnonate aldolase RhmA (HpcH) (PDB:1DXE),5.715101279,0.016819594,0.195753562,Sourdough,COG3836,"GC_00002726, GC_00006341",0.0938,0.3448,32,29
Amino acid permease (SdaC),5.715101279,0.016819594,0.195753562,Sourdough,COG0814,GC_00002859,0.0938,0.3448,32,29
Acetylornithine aminotransferase/4-aminobutyrate aminotransferase (ArgD) (PDB:1SF2),5.707919575,0.016888543,0.195753562,Sourdough,COG0160,"GC_00001337, GC_00011523",0.6875,0.931,32,29
"CDP-glycerol glycerophosphotransferase, TagB/SpsB family (TagB)",5.707919575,0.016888543,0.195753562,Sourdough,COG1887,"GC_00001373, GC_00002538",0.6875,0.931,32,29
"Uncharacterized membrane protein YgaE, UPF0421/DUF939 family (YgaE)",5.707919575,0.016888543,0.195753562,Sourdough,COG4129,"GC_00001464, GC_00007855",0.6875,0.931,32,29
"GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!PAS domain (PAS) (PDB:2MWG)!!!Integral membrane sensor domain MASE1 (MASE1)",5.707919575,0.016888543,0.195753562,Other,COG2199!!!COG2202!!!COG3447,"GC_00002976, GC_00010959",0.3125,0.069,32,29
GDP-D-mannose dehydratase (Gmd) (PDB:1DB3),5.707919575,0.016888543,0.195753562,Other,COG1089,GC_00003122,0.3125,0.069,32,29
"Uncharacterized conserved protein YegP, UPF0339 family (YegP) (PDB:2K49)",5.707919575,0.016888543,0.195753562,Other,COG3422,GC_00003076,0.3125,0.069,32,29
3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase (AlkA) (PDB:1DIZ),5.707919575,0.016888543,0.195753562,Other,COG0122,GC_00003135,0.3125,0.069,32,29
Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),5.707919575,0.016888543,0.195753562,Other,COG5450,GC_00002939,0.3125,0.069,32,29
"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)",5.707919575,0.016888543,0.195753562,Other,COG0745!!!COG4191,"GC_00003796, GC_00008011",0.3125,0.069,32,29
"Uncharacterized conserved protein YbaP, TraB family (TraB)",5.667888573,0.017278241,0.197201368,Other,COG3735,"GC_00003550, GC_00004404, GC_00004658, GC_00007433, GC_00008878",0.5,0.2069,32,29
N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase (MurQ) (PDB:4S12) (PUBMED:10095793),5.61702761,0.01778679,0.197201368,Sourdough,COG2103,"GC_00001668, GC_00004160, GC_00008586",0.75,0.9655,32,29
Ketopantoate hydroxymethyltransferase (PanB) (PDB:3VAV),5.61702761,0.01778679,0.197201368,Sourdough,COG0413,"GC_00001321, GC_00008339",0.75,0.9655,32,29
"ABC-type sulfate/molybdate transport systems, ATPase component (CysA)",5.61702761,0.01778679,0.197201368,Sourdough,COG1118,GC_00001170,0.75,0.9655,32,29
N-acetylglucosamine-6-phosphate deacetylase (NagA) (PDB:1O12),5.61702761,0.01778679,0.197201368,Sourdough,COG1820,GC_00001062,0.75,0.9655,32,29
Predicted hydrolase of the alpha/beta superfamily (YbbA) (PDB:3GFF),5.61702761,0.01778679,0.197201368,Other,COG2819,GC_00004106,0.25,0.0345,32,29
"Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance) (FrnE) (PDB:6GHB)",5.61702761,0.01778679,0.197201368,Other,COG2761,"GC_00006173, GC_00007139",0.25,0.0345,32,29
"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family (AllD) (PDB:1NXU)",5.61702761,0.01778679,0.197201368,Other,COG2055,"GC_00005689, GC_00005958",0.25,0.0345,32,29
"Uncharacterized membrane protein YidH, DUF202 family (YidH)",5.61702761,0.01778679,0.197201368,Other,COG2149,"GC_00005078, GC_00010077, GC_00010842",0.25,0.0345,32,29
Myosin-crossreactive antigen  (function unknown) (PDB:4IA5),5.448249056,0.019587949,0.213053761,Other,COG4716,"GC_00003067, GC_00007750, GC_00009473",0.4062,0.1379,32,29
"Uncharacterized conserved protein, DUF488 family",5.448249056,0.019587949,0.213053761,Other,COG5483,GC_00002275,0.4062,0.1379,32,29
Sensor histidine kinase WalK (WalK) (PDB:4I5S),5.448249056,0.019587949,0.213053761,Other,COG5002,"GC_00003831, GC_00005066",0.4062,0.1379,32,29
"Uncharacterized conserved protein, DUF1073 domain",5.448249056,0.019587949,0.213053761,Sourdough,COG3567,"GC_00001667, GC_00004653, GC_00008888",0.5938,0.8621,32,29
Uncharacterized NAD(P)/FAD-binding protein YdhS (YdhS),5.353871786,0.020676308,0.21968577,Other,COG4529,"GC_00003167, GC_00004222, GC_00005109, GC_00010732",0.5312,0.2414,32,29
Chemotaxis receptor (MCP) glutamine deamidase CheD (CheD) (PDB:2F9Z),5.353871786,0.020676308,0.21968577,Other,COG1871,"GC_00003007, GC_00003631, GC_00008623",0.5312,0.2414,32,29
"ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)",5.353871786,0.020676308,0.21968577,Other,COG1131,"GC_00002847, GC_00003492",0.5312,0.2414,32,29
ADP-heptose:LPS heptosyltransferase (RfaF) (PDB:1PSW)!!!Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447),5.353871786,0.020676308,0.21968577,Other,COG0859!!!COG3063,"GC_00001883, GC_00011232",0.5312,0.2414,32,29
Flagellar biosynthesis GTPase FlhF (FlhF) (PDB:3SYN),5.353871786,0.020676308,0.21968577,Other,COG1419,"GC_00002520, GC_00007792, GC_00009540, GC_00010687",0.5312,0.2414,32,29
ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.30551828,0.021257974,0.224825118,Other,COG0507,"GC_00001948, GC_00002027, GC_00002236, GC_00002450, GC_00002604, GC_00003426, GC_00003527, GC_00005013, GC_00005679, GC_00005969, GC_00006395, GC_00006915, GC_00007020, GC_00007613, GC_00007650, GC_00007925, GC_00008121, GC_00008764, GC_00009544, GC_00009972, GC_00010904",0.875,0.6207,32,29
"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains",5.109608977,0.023793682,0.241223106,Sourdough,COG1396!!!COG2932,"GC_00001792, GC_00009309",0.4375,0.7241,32,29
"NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains (ViuB) (PDB:2GPJ)",5.109608977,0.023793682,0.241223106,Sourdough,COG2375,"GC_00001731, GC_00007870",0.4375,0.7241,32,29
"Uncharacterized conserved protein, DUF2213 domain (PUBMED:21183074)",4.985393144,0.025562176,0.241223106,Sourdough,COG3566,"GC_00001823, GC_00004866, GC_00006726, GC_00009149, GC_00010438, GC_00011677",0.5625,0.8276,32,29
"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",4.985393144,0.025562176,0.241223106,Other,COG3335!!!COG3415,"GC_00001812, GC_00004555, GC_00005035, GC_00006932, GC_00007304, GC_00007536, GC_00009988",0.4375,0.1724,32,29
"Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)!!!Heavy metal-bindng TRASH/YHS domain, predicted Cu/Ag metallochaperone (YHS)",4.985393144,0.025562176,0.241223106,Other,COG2217!!!COG3350,GC_00001859,0.4375,0.1724,32,29
"Transposase and inactivated derivatives, IS5 family (IS5)",4.985393144,0.025562176,0.241223106,Other,COG3039,"GC_00002458, GC_00006155",0.4375,0.1724,32,29
Acetate kinase (AckA) (PDB:3SK3),4.9718438,0.02576317,0.241223106,Sourdough,COG0282,GC_00001432,0.6562,0.8966,32,29
Malic enzyme (SfcA) (PDB:1DO8),4.9718438,0.02576317,0.241223106,Sourdough,COG0281,GC_00001269,0.6562,0.8966,32,29
"Flp pilus assembly protein, pilin Flp (Flp)",4.9718438,0.02576317,0.241223106,Other,COG3847,"GC_00004888, GC_00006073, GC_00006315",0.3438,0.1034,32,29
"C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)!!!Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats",4.9718438,0.02576317,0.241223106,Other,COG0793!!!COG4946,GC_00002889,0.3438,0.1034,32,29
"Uncharacterized conserved protein, Alpha-E superfamily (Alpha-E) (PUBMED:20023723)!!!Circularly permuted ATP-grasp protein (PDB:3N6X) (PUBMED:20023723)",4.934108612,0.02633164,0.241223106,Other,COG2307!!!COG2308,GC_00006340,0.1562,0,32,29
Flagellar biosynthesis regulator FlbT (FlbT),4.934108612,0.02633164,0.241223106,Other,COG5443,GC_00006153,0.1562,0,32,29
"DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)!!!Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)",4.934108612,0.02633164,0.241223106,Other,COG0640!!!COG2226,GC_00006265,0.1562,0,32,29
"ABC-type proline/glycine betaine transport system, permease component (ProW)",4.934108612,0.02633164,0.241223106,Other,COG4176,"GC_00006222, GC_00010439",0.1562,0,32,29
"Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)!!!Uncharacterized conserved protein, DUF2126 family",4.934108612,0.02633164,0.241223106,Other,COG1305!!!COG4196,GC_00006370,0.1562,0,32,29
RecA-family ATPase (RepA),4.934108612,0.02633164,0.241223106,Other,COG3598,"GC_00007388, GC_00010527",0.1562,0,32,29
"Predicted ATPase, archaeal AAA+ ATPase superfamily",4.934108612,0.02633164,0.241223106,Other,COG1672,GC_00006417,0.1562,0,32,29
"ABC-type proline/glycine betaine transport system, ATPase component (ProV)",4.934108612,0.02633164,0.241223106,Other,COG4175,"GC_00006134, GC_00010179",0.1562,0,32,29
"PAS domain (PAS) (PDB:2MWG)!!!MHYT domain, NO-binding membrane sensor (MHYT)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain",4.934108612,0.02633164,0.241223106,Other,COG2202!!!COG3300!!!COG5001,GC_00006382,0.1562,0,32,29
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!Cytochrome c-type biogenesis protein CcmH/NrfG (NrfG),4.934108612,0.02633164,0.241223106,Other,COG0457!!!COG4235,GC_00006124,0.1562,0,32,29
